"CO_CURSO","NO_CURSO","FK_CO_IES"
99160,PRODUÇÃO AUDIOVISUAL,322
99164,RADIOLOGIA,322
99168,RADIOLOGIA,322
99170,RADIOLOGIA,322
99172,DESIGN DE MODA,322
99174,ENGENHARIA DE PRODUÇÃO MECÂNICA,322
99182,DESIGN GRÁFICO,322
99185,GESTÃO FINANCEIRA,322
99189,FILOSOFIA,7
99191,LOGÍSTICA,521
99198,SISTEMAS DE INFORMAÇÃO,343
99200,ENFERMAGEM,343
99210,FISIOTERAPIA,2242
99212,EDUCAÇÃO FÍSICA,4826
99214,RELAÇÕES INTERNACIONAIS,2676
99220,FONOAUDIOLOGIA,4037
99222,LETRAS - PORTUGUÊS E INGLÊS,1046
99224,ENFERMAGEM,1046
99228,ODONTOLOGIA,2745
99230,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,5403
99232,COMÉRCIO EXTERIOR,5403
99234,GESTÃO DE RECURSOS HUMANOS,5403
99236,ADMINISTRAÇÃO,1086
99238,ARTES VISUAIS,1788
99240,MATEMÁTICA,3797
99242,SERVIÇO SOCIAL,1507
99250,ADMINISTRAÇÃO,3170
99252,ADMINISTRAÇÃO,583
99260,ADMINISTRAÇÃO,1765
99266,JORNALISMO,143
99274,ENGENHARIA DE ALIMENTOS,573
99276,ENGENHARIA INDUSTRIAL MADEIREIRA,573
99278,CIÊNCIAS BIOLÓGICAS,573
99280,PEDAGOGIA,1765
99282,PEDAGOGIA,3302
99287,CIÊNCIAS BIOLÓGICAS,586
99289,GESTÃO COMERCIAL,456
99292,MANUTENÇÃO DE AERONAVES,456
99296,PEDAGOGIA,2844
99300,ENGENHARIA DE COMPUTAÇÃO,583
99302,ENGENHARIA ELÉTRICA,583
99306,CIÊNCIAS ECONÔMICAS,583
99308,ODONTOLOGIA,583
99310,PSICOLOGIA,583
99312,DIREITO,2039
99314,ADMINISTRAÇÃO,216
99316,DIREITO,216
99321,BIBLIOTECONOMIA E GESTÃO DE UNIDADES DE INFOR,586
99324,MÚSICA - CRAVO,586
99325,PEDAGOGIA,1253
99340,ADMINISTRAÇÃO,18759
99342,BIBLIOTECONOMIA,18759
99344,ENGENHARIA CIVIL,18759
99346,FILOSOFIA,18759
99363,CIÊNCIAS BIOLÓGICAS,3172
99368,QUÍMICA,57
99370,CIÊNCIAS BIOLÓGICAS,57
99380,GESTÃO FINANCEIRA,4042
99382,LOGÍSTICA,4042
99397,EDUCAÇÃO FÍSICA,57
99400,ENGENHARIA MECÂNICA,3
99402,ENGENHARIA DE MATERIAIS,3
99404,NUTRIÇÃO,3
99406,SISTEMAS DE INFORMAÇÃO,3
99408,GEOLOGIA,3
99409,ENGENHARIA DE PESCA,3
99411,FISIOTERAPIA,3
99413,FONOAUDIOLOGIA,3
99416,ENGENHARIA DE PRODUÇÃO,3
99418,SECRETARIADO EXECUTIVO,3
99420,TURISMO,3
99423,EDUCAÇÃO FÍSICA,3
99425,MÚSICA,3
99426,LETRAS - PORTUGUÊS E ESPANHOL,3
99444,ARQUITETURA E URBANISMO,3
99446,DANÇA,3
99450,MUSEOLOGIA,3
99452,ARQUEOLOGIA,3
99454,LETRAS - LIBRAS,585
99456,GESTÃO FINANCEIRA,1509
99459,ADMINISTRAÇÃO,1885
99460,MATEMÁTICA,585
99465,MARKETING,1509
99469,EVENTOS,1509
99475,LETRAS - INGLÊS,4522
99476,MEDICINA,4849
99482,FÍSICA,585
99490,GESTÃO FINANCEIRA,449
99501,EDUCAÇÃO FÍSICA,12
99503,MATEMÁTICA,3188
99505,CIÊNCIAS CONTÁBEIS,3881
99507,ADMINISTRAÇÃO,3881
99509,ENFERMAGEM,3881
99511,HISTÓRIA,3029
99513,PSICOLOGIA,5312
99517,NUTRIÇÃO,1084
99519,ARQUITETURA E URBANISMO,2147
99521,ENGENHARIA ELÉTRICA,1351
99523,LETRAS - ESPANHOL,160
99558,MATEMÁTICA,3172
99561,MATEMÁTICA,3172
99564,MATEMÁTICA,3172
99567,QUÍMICA,583
99572,ENGENHARIA METALÚRGICA,583
99583,ENGENHARIA DE PRODUÇÃO,792
99588,EDUCAÇÃO FÍSICA,47
99596,PSICOLOGIA,1917
99598,PSICOLOGIA,1041
99600,ENGENHARIA CIVIL,1351
99602,CIÊNCIAS CONTÁBEIS,1351
99604,PSICOLOGIA,2194
99606,PSICOLOGIA,3205
99613,NUTRIÇÃO,1325
99615,FISIOTERAPIA,2470
99617,EDUCAÇÃO FÍSICA,830
99619,FISIOTERAPIA,2244
99621,FISIOTERAPIA,2240
99623,PSICOLOGIA,3797
99627,PEDAGOGIA,2140
99630,ENGENHARIA DE PRODUÇÃO,571
99631,REDES DE COMPUTADORES,47
99634,DESIGN DE MODA,47
99638,GASTRONOMIA,47
99644,ENFERMAGEM,3864
99646,FISIOTERAPIA,3864
99648,MEDICINA VETERINÁRIA,1281
99650,ENGENHARIA DE PRODUÇÃO,1270
99652,PSICOLOGIA,2147
99654,MATEMÁTICA,1917
99656,QUÍMICA,1917
99658,FÍSICA,1917
99660,SISTEMA DE INFORMAÇÃO,1403
99663,PSICOLOGIA,737
99665,PSICOLOGIA,12
99667,PSICOLOGIA,514
99670,ADMINISTRAÇÃO,4289
99672,ENFERMAGEM,4289
99674,GESTÃO COMERCIAL,761
99680,GESTÃO DE RECURSOS HUMANOS,761
99684,FÍSICA,47
99686,GASTRONOMIA,47
99714,CIÊNCIAS BIOLÓGICAS,5
99718,ENGENHARIA FLORESTAL,5
99720,CIÊNCIAS BIOLÓGICAS,1472
99722,ZOOTECNIA,5
99728,CIÊNCIAS BIOLÓGICAS,5
99732,MARKETING,1984
99736,GESTÃO AMBIENTAL,1984
99738,ENGENHARIA DE PESCA,5
99740,GESTÃO COMERCIAL,3149
99750,MARKETING,1788
99752,GESTÃO DE RECURSOS HUMANOS,1788
99754,PROCESSOS GERENCIAIS,1788
99760,GESTÃO AMBIENTAL,1788
99765,REDES DE COMPUTADORES,47
99767,FARMÁCIA,2787
99771,PUBLICIDADE E PROPAGANDA,3603
99774,AGROPECUÁRIA,47
99776,ENFERMAGEM,3117
99778,MATEMÁTICA,2030
99780,ENFERMAGEM,2642
99782,QUÍMICA,2642
99784,BIOMEDICINA,4037
99786,FISIOTERAPIA,4037
99788,PSICOLOGIA,299
99790,PSICOLOGIA,1317
99792,PSICOLOGIA,1718
99794,PSICOLOGIA,3864
99798,ENFERMAGEM,3533
99800,AGRONOMIA,2564
99802,CIÊNCIAS BIOLÓGICAS,2564
99804,CIÊNCIAS BIOLÓGICAS,2564
99806,MATEMÁTICA,2564
99808,QUÍMICA,2564
99810,FÍSICA,2564
99814,CIÊNCIAS ECONÔMICAS,3649
99818,PEDAGOGIA,2147
99820,SISTEMAS DE INFORMAÇÃO,3388
99822,ENFERMAGEM,47
99824,ODONTOLOGIA,2132
99829,ALIMENTOS,601
99831,PEDAGOGIA,2402
99832,TURISMO,47
99839,ENGENHARIA FLORESTAL,549
99841,CIÊNCIAS BIOLÓGICAS,549
99843,ENFERMAGEM,549
99847,PSICOLOGIA,344
99849,ENFERMAGEM,1775
99851,AGRONOMIA,2365
99853,ZOOTECNIA,2365
99855,PSICOLOGIA,1672
99857,ODONTOLOGIA,1129
99860,CIÊNCIAS BIOLÓGICAS,5
99862,CIÊNCIAS BIOLÓGICAS,143
99864,ENFERMAGEM,5
99870,ADMINISTRAÇÃO,5
99872,AGRONEGÓCIO,143
99876,GEOGRAFIA,143
99880,SERVIÇO SOCIAL,143
99882,PRODUÇÃO SUCROALCOOLEIRA,143
99892,FÍSICA,570
99894,REDES DE COMPUTADORES,47
99896,QUÍMICA,570
99898,MATEMÁTICA,570
99900,PEDAGOGIA,1299
99902,GESTÃO DA PRODUÇÃO INDUSTRIAL,778
99904,AUTOMAÇÃO INDUSTRIAL,1541
99906,CIÊNCIAS BIOLÓGICAS,47
99914,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2117
99916,ENGENHARIA AGRONÔMICA,5
99918,ADMINISTRAÇÃO,1598
99921,TURISMO,5
99924,MARKETING,1337
99926,AGRONEGÓCIO,1337
99928,MARKETING,778
99930,GESTÃO FINANCEIRA,4096
99932,LOGÍSTICA,4096
99934,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,4096
99936,GESTÃO COMERCIAL,4096
99940,HISTÓRIA,1472
99946,DESIGN DE INTERIORES,1160
99950,GEOGRAFIA,1472
99952,MATEMÁTICA,1472
99954,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2010
99956,ENGENHARIA DE PRODUÇÃO,1472
99958,LOGÍSTICA,2010
99960,MARKETING,2010
99962,LOGÍSTICA,1472
99964,GESTÃO DE RECURSOS HUMANOS,2010
99968,LETRAS - PORTUGUÊS,1472
99970,GESTÃO COMERCIAL,2010
99972,PROCESSOS GERENCIAIS,2010
99976,GESTÃO FINANCEIRA,2010
99978,REDES DE COMPUTADORES,2010
99980,PROCESSOS GERENCIAIS,1472
99988,NEGÓCIOS IMOBILIÁRIOS,1472
99990,GESTÃO COMERCIAL,1067
100000,MARKETING,4150
100002,PRODUÇÃO SUCROALCOOLEIRA,4150
100004,LOGÍSTICA,4150
100006,GESTÃO DE RECURSOS HUMANOS,4150
100008,GESTÃO DA PRODUÇÃO INDUSTRIAL,4150
100010,EDUCAÇÃO FÍSICA,2794
100012,DIREITO,3786
100014,DIREITO,2870
100018,DIREITO,1412
100021,MÚSICA,583
100024,MÚSICA,549
100026,HISTÓRIA,549
100028,ARTES CÊNICAS,549
100030,ARTES VISUAIS,1071
100034,LOGÍSTICA,449
100046,GESTÃO DE RECURSOS HUMANOS,449
100048,LETRAS PORTUGUÊS E INGLÊS,3603
100049,ESTÉTICA E COSMÉTICA,449
100053,ENFERMAGEM,3603
100055,EDUCAÇÃO FÍSICA,3603
100057,BIOMEDICINA,3603
100061,BIOMEDICINA,4293
100063,ODONTOLOGIA,71
100068,DESIGN GRÁFICO,449
100071,ENFERMAGEM,71
100075,CIÊNCIA DA COMPUTAÇÃO,71
100080,EDUCAÇÃO FÍSICA,4293
100082,PEDAGOGIA,4293
100085,COMUNICAÇÃO SOCIAL,269
100086,ARQUITETURA E URBANISMO,269
100093,FISIOTERAPIA,2023
100097,PSICOLOGIA,10
100103,DIREITO,71
100105,CIÊNCIA DA COMPUTAÇÃO,71
100107,ENGENHARIA AGRÍCOLA,47
100109,SISTEMA DE INFORMAÇÃO,3768
100111,ALIMENTOS,47
100113,LOGÍSTICA,47
100115,BIOMEDICINA,2023
100118,EDUCAÇÃO FÍSICA,2773
100120,ENFERMAGEM,2773
100122,CIÊNCIAS CONTÁBEIS,3285
100126,LATICÍNIOS,47
100129,COMUNICAÇÃO SOCIAL - RADIO E TELEVISÃO,40
100130,COMUNICAÇÃO SOCIAL - JORNALISMO,1491
100131,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1491
100132,COMUNICAÇÃO SOCIAL - PRODUÇÃO EDITORIAL E MUL,1491
100134,PSICOLOGIA,739
100136,BIOMEDICINA,2076
100138,CIÊNCIAS BIOLÓGICAS,940
100140,CIÊNCIAS CONTÁBEIS,1463
100148,CIÊNCIAS BIOLÓGICAS,47
100150,AGRONOMIA,47
100152,BIOMEDICINA,3285
100154,PEDAGOGIA,3039
100156,EDUCAÇÃO FÍSICA,532
100158,CIÊNCIAS CONTÁBEIS,3939
100160,ADMINISTRAÇÃO,3939
100175,SEGURANÇA NO TRABALHO,1141
100181,MARKETING,299
100185,GASTRONOMIA,1060
100189,ALIMENTOS,4289
100199,GESTÃO HOSPITALAR,1509
100207,CIÊNCIAS BIOLÓGICAS,693
100210,ADMINISTRAÇÃO PÚBLICA,4962
100212,EDUCAÇÃO FÍSICA,4962
100214,CIÊNCIAS BIOLÓGICAS,4962
100220,HOTELARIA,579
100222,ADMINISTRAÇÃO,1449
100223,PEDAGOGIA,1449
100228,ADMINISTRAÇÃO,3817
100230,ADMINISTRAÇÃO,3879
100244,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1082
100246,REDES DE COMPUTADORES,1082
100249,SERVIÇO SOCIAL,398
100251,SERVIÇO SOCIAL,398
100253,SERVIÇO SOCIAL,398
100256,EDUCAÇÃO FÍSICA,583
100260,ADMINISTRAÇÃO,1166
100262,TURISMO,47
100266,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1541
100270,MARKETING,1541
100272,LOGÍSTICA,1541
100274,MARKETING,1541
100280,LOGÍSTICA,1541
100289,FÍSICA,699
100292,ENGENHARIA ELÉTRICA,699
100296,CIÊNCIAS CONTÁBEIS,322
100298,PEDAGOGIA,532
100305,PEDAGOGIA,322
100307,LETRAS - PORTUGUÊS E INGLÊS,322
100309,MATEMÁTICA,322
100311,MARKETING,322
100315,PROCESSOS GERENCIAIS,322
100324,GESTÃO DE RECURSOS HUMANOS,322
100326,ADMINISTRAÇÃO,322
100328,PLANEJAMENTO LOGÍSTICO DE CARGAS,472
100330,"BELEZA, ESTÉTICA E IMAGEM PESSOAL",472
100333,ADMINISTRAÇÃO,472
100337,ENGENHARIA DE PRODUÇÃO,472
100340,MINERAÇÃO,47
100342,TURISMO,47
100344,ENGENHARIA FLORESTAL,47
100352,PEDAGOGIA,1980
100356,PEDAGOGIA,1945
100358,PEDAGOGIA,1952
100360,PEDAGOGIA,5550
100363,ENGENHARIA AMBIENTAL,4962
100367,QUÍMICA,583
100369,MATEMÁTICA,583
100373,MATEMÁTICA,71
100375,LETRAS - LÍNGUA PORTUGUESA,583
100376,LETRAS - INGLÊS,583
100378,GESTÃO DE RECURSOS HUMANOS,417
100380,MEDICINA VETERINÁRIA,322
100382,PEDAGOGIA,2922
100386,PEDAGOGIA,1514
100388,PEDAGOGIA,2491
100406,EDUCAÇÃO FÍSICA,572
100412,MATEMÁTICA,4503
100421,BIOLOGIA,4503
100427,ENGENHARIA SANITÁRIA E AMBIENTAL,4503
100429,LETRAS - ESPANHOL,71
100433,PSICOLOGIA,4503
100442,ALIMENTOS,1303
100447,MUSEOLOGIA,4503
100450,NUTRIÇÃO,4503
100452,ENFERMAGEM,4503
100454,BIOMEDICINA,426
100459,QUÍMICA,221
100463,SISTEMAS DE TELECOMUNICAÇÕES,1813
100468,PEDAGOGIA,2186
100470,PEDAGOGIA,5668
100472,PEDAGOGIA,1938
100474,PEDAGOGIA,631
100476,PEDAGOGIA,1231
100478,PEDAGOGIA,2910
100480,PEDAGOGIA,1721
100483,PEDAGOGIA,1038
100485,PEDAGOGIA,1612
100487,PEDAGOGIA,1640
100489,PEDAGOGIA,1070
100491,PEDAGOGIA,1773
100493,PEDAGOGIA,1783
100495,PEDAGOGIA,1724
100497,PEDAGOGIA,3612
100504,PEDAGOGIA,2336
100506,PEDAGOGIA,2440
100508,PEDAGOGIA,1939
100510,PEDAGOGIA,1363
100512,PEDAGOGIA,1899
100514,PEDAGOGIA,2188
100516,PEDAGOGIA,2744
100520,PEDAGOGIA,2154
100524,PEDAGOGIA,1156
100526,PEDAGOGIA,1872
100528,PEDAGOGIA,2369
100534,PEDAGOGIA,2536
100536,PEDAGOGIA,2428
100538,PEDAGOGIA,1506
100540,PEDAGOGIA,1928
100542,PEDAGOGIA,3613
100545,PEDAGOGIA,2514
100547,PEDAGOGIA,4016
100549,PEDAGOGIA,2895
100553,QUÍMICA,1027
100557,MARKETING,466
100559,PEDAGOGIA,1502
100567,PEDAGOGIA,625
100569,PEDAGOGIA,2443
100575,PEDAGOGIA,5592
100578,PEDAGOGIA,1275
100580,PEDAGOGIA,1756
100582,PEDAGOGIA,2827
100584,CIÊNCIAS BIOLÓGICAS,547
100586,SANEAMENTO AMBIENTAL,1813
100589,PEDAGOGIA,1813
100592,METEOROLOGIA,3172
100594,PEDAGOGIA,2157
100600,PEDAGOGIA,5315
100606,PEDAGOGIA,5473
100608,PEDAGOGIA,1373
100614,DESIGN,1445
100620,MATEMÁTICA,3368
100622,DESIGN DE PRODUTO,1160
100624,GESTÃO FINANCEIRA,466
100626,PROCESSOS GERENCIAIS,466
100633,GESTÃO EMPRESARIAL,1583
100636,TEOLOGIA,673
100638,ADMINISTRAÇÃO,1455
100640,SERVIÇO SOCIAL,3983
100644,ENGENHARIA DE PRODUÇÃO,2423
100646,MATEMÁTICA,1788
100648,EDUCAÇÃO FÍSICA,535
100652,ADMINISTRAÇÃO,4452
100654,SISTEMAS DE INFORMAÇÃO,4452
100656,CIÊNCIAS CONTÁBEIS,4452
100658,SERVIÇO SOCIAL,2111
100660,PEDAGOGIA,3029
100662,ENFERMAGEM,4362
100664,SERVIÇO SOCIAL,2076
100666,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1808
100670,ENGENHARIA DE RECURSOS HÍDRICOS E DO MEIO AMB,572
100672,BIOLOGIA,24
100674,FÍSICA,3368
100676,LETRAS - PORTUGUÊS,3368
100678,GESTÃO COMERCIAL,3368
100684,SISTEMAS DE INFORMAÇÃO,3368
100688,MEDICINA,349
100690,MATEMÁTICA,1809
100694,SISTEMAS PARA INTERNET,3164
100696,QUÍMICA,3164
100710,DIREITO,1160
100712,DIREITO,1821
100714,DIREITO,2814
100716,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3165
100719,ENGENHARIA AMBIENTAL,699
100721,ENGENHARIA DE PRODUÇÃO,10
100724,MATEMÁTICA,953
100726,GEOGRAFIA,953
100728,HISTÓRIA,953
100734,QUÍMICA,953
100736,FÍSICA,953
100738,ARTES,953
100740,FILOSOFIA,953
100742,CIÊNCIAS BIOLÓGICAS,953
100744,CIÊNCIAS SOCIAIS,953
100746,GESTÃO AMBIENTAL,1809
100750,AGRONOMIA,673
100754,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,673
100763,MEDICINA VETERINÁRIA,1
100766,ADMINISTRAÇÃO,417
100768,ENGENHARIA FLORESTAL,1
100770,ENFERMAGEM,1
100772,ZOOTECNIA,1
100775,CIÊNCIAS NATURAIS E MATEMÁTICA - MATEMÁTICA,1
100776,CIÊNCIAS NATURAIS E MATEMÁTICA - QUÍMICA,1
100777,CIÊNCIAS NATURAIS E MATEMÁTICA - FÍSICA,1
100778,AGRONOMIA,1
100780,SISTEMAS ELÉTRICOS,1810
100782,SERVIÇO SOCIAL,829
100785,LETRAS,829
100787,MATEMÁTICA,829
100789,PEDAGOGIA,829
100794,ADMINISTRAÇÃO,1950
100797,ADMINISTRAÇÃO LEGISLATIVA,494
100800,ENGENHARIA AGRÍCOLA E AMBIENTAL,1
100802,ENGENHARIA MECÂNICA,1
100804,ENFERMAGEM,1
100806,ENGENHARIA ELÉTRICA,599
100808,MATEMÁTICA,599
100810,ENGENHARIA AMBIENTAL,15452
100812,ENGENHARIA CIVIL,15452
100814,NUTRIÇÃO,15452
100816,SISTEMAS DE INFORMAÇÃO,596
100820,CIÊNCIAS BIOLÓGICAS,581
100822,CIÊNCIAS ECONÔMICAS,596
100862,LOGÍSTICA,343
100864,SECRETARIADO,343
100866,SERVIÇO SOCIAL,596
100868,ADMINISTRAÇÃO,596
100870,ADMINISTRAÇÃO,4157
100872,SISTEMAS DE INFORMAÇÃO,4157
100875,DESIGN,4157
100876,ENGENHARIA DE PRODUÇÃO,3603
100878,ODONTOLOGIA,1917
100880,PSICOLOGIA,2794
100882,ENFERMAGEM,1632
100884,ADMINISTRAÇÃO,3776
100886,TURISMO,3776
100888,CIÊNCIAS CONTÁBEIS,3776
100890,COMUNICAÇÃO SOCIAL,3776
100893,ENFERMAGEM,534
100895,CIÊNCIAS CONTÁBEIS,2067
100899,TURISMO,596
100900,CIÊNCIAS BIOLÓGICAS,596
100902,EDUCAÇÃO FÍSICA,596
100906,QUÍMICA,596
100913,ENGENHARIA MECATRÔNICA,15
100916,MATEMÁTICA,596
100918,CIÊNCIAS CONTÁBEIS,596
100920,ENGENHARIA DE ALIMENTOS,1
100928,ENFERMAGEM,1
100950,DIREITO,3610
100952,DIREITO,5277
100956,MEDICINA,466
100958,MEDICINA,737
100961,TEATRO,17
100966,ADMINISTRAÇÃO,845
101054,LETRAS - LÍNGUA E LITERATURAS DE LÍNGUA INGLE,1
101058,BIOMEDICINA,355
101064,QUÍMICA,591
101068,ADMINISTRAÇÃO,5511
101077,ENGENHARIA CIVIL,649
101079,ENGENHARIA AMBIENTAL,649
101082,ADMINISTRAÇÃO,580
101086,CIÊNCIAS ECONÔMICAS,580
101092,PEDAGOGIA,580
101098,SERVIÇO SOCIAL,794
101102,ADMINISTRAÇÃO,3008
101104,DIREITO,4399
101106,DIREITO,3862
101108,DIREITO,1488
101110,DIREITO,3817
101112,PSICOLOGIA,4362
101114,FISIOTERAPIA,4362
101116,DIREITO,4362
101119,DIREITO,1945
101121,PSICOLOGIA,789
101123,DIREITO,1055
101125,DIREITO,3760
101127,DESIGN,580
101129,ENGENHARIA CIVIL,580
101131,FISIOTERAPIA,3285
101135,ENFERMAGEM,4530
101140,CIÊNCIAS BIOLÓGICAS,580
101142,CIÊNCIAS BIOLÓGICAS,4530
101145,JORNALISMO,4530
101146,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,4530
101149,NUTRIÇÃO,580
101151,GESTÃO DE RECURSOS HUMANOS,3333
101153,ENFERMAGEM,580
101155,MARKETING,3333
101157,COMÉRCIO EXTERIOR,3333
101159,GESTÃO DE RECURSOS HUMANOS,4097
101168,GESTÃO DE RECURSOS HUMANOS,221
101170,ENFERMAGEM,3875
101174,FARMÁCIA,2915
101178,GESTÃO FINANCEIRA,1423
101180,GESTÃO AMBIENTAL,1423
101182,GESTÃO PÚBLICA,2383
101184,FÍSICA,1
101188,GESTÃO DA QUALIDADE,4097
101190,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,4097
101192,GESTÃO FINANCEIRA,3333
101196,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1493
101203,CIÊNCIAS CONTÁBEIS,2079
101211,GESTÃO DA PRODUÇÃO INDUSTRIAL,27
101217,ENGENHARIA QUÍMICA,591
101219,CIÊNCIAS BIOLÓGICAS,591
101228,MEDICINA,38
101235,SERVIÇO SOCIAL,27
101241,CIÊNCIAS SOCIAIS,746
101248,MEDICINA VETERINÁRIA,2111
101253,ENGENHARIA AMBIENTAL,780
101256,DESIGN,2488
101257,PILOTAGEM PROFISSIONAL DE AERONAVES,780
101263,PEDAGOGIA,3180
101265,CIÊNCIAS CONTÁBEIS,466
101269,PEDAGOGIA,1131
101274,CIÊNCIAS SOCIAIS,591
101278,HISTÓRIA,591
101280,PEDAGOGIA,591
101282,PEDAGOGIA,1930
101284,PEDAGOGIA,5555
101287,PEDAGOGIA,2488
101290,AGRONOMIA,694
101292,FILOSOFIA,4594
101298,PEDAGOGIA,216
101300,HISTÓRIA,694
101302,EDUCAÇÃO FÍSICA,216
101309,LETRAS - PORTUGUÊS,694
101314,GESTÃO DE SEGURANÇA PÚBLICA,386
101316,ENGENHARIA DE COMPUTAÇÃO,594
101318,CIÊNCIA DA COMPUTAÇÃO,1060
101320,PSICOLOGIA,4037
101324,PSICOLOGIA,1777
101328,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3603
101330,DESENHO INDUSTRIAL,528
101331,DESENHO INDUSTRIAL,528
101332,QUÍMICA TECNOLÓGICA,594
101338,RELAÇÕES INTERNACIONAIS,789
101348,ADMINISTRAÇÃO,27
101350,PEDAGOGIA,27
101354,LOGÍSTICA,5668
101358,MARKETING,5668
101360,PRODUÇÃO MULTIMÍDIA,5668
101362,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,5668
101378,REDES DE COMPUTADORES,3613
101380,PROCESSOS GERENCIAIS,3990
101389,GESTÃO DA QUALIDADE,4045
101395,LOGÍSTICA,1806
101397,MARKETING,1806
101399,GESTÃO FINANCEIRA,1806
101401,PROCESSOS GERENCIAIS,1806
101405,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,1806
101409,GESTÃO DE RECURSOS HUMANOS,1612
101411,GESTÃO FINANCEIRA,1612
101416,PROCESSOS GERENCIAIS,1423
101418,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1423
101420,REDES DE COMPUTADORES,1423
101424,ESTÉTICA E COSMÉTICA,221
101428,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,2266
101430,MARKETING,2266
101432,REDES DE COMPUTADORES,3205
101436,PROCESSOS GERENCIAIS,3205
101438,GESTÃO AMBIENTAL,3205
101452,AGRONOMIA,587
101454,ADMINISTRAÇÃO,3543
101457,PSICOLOGIA,1436
101463,ENGENHARIA QUÍMICA,482
101466,ENGENHARIA ELÉTRICA,1058
101472,GESTÃO DE RECURSOS HUMANOS,1058
101481,ADMINISTRAÇÃO,3743
101483,ENGENHARIA DA COMPUTAÇÃO,3743
101493,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3743
101502,BIOMEDICINA,4197
101504,ENFERMAGEM,4197
101506,EDUCAÇÃO FÍSICA,4197
101526,TEOLOGIA,3536
101532,PETRÓLEO E GÁS,398
101535,QUÍMICA,634
101546,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,3990
101548,ADMINISTRAÇÃO,2
101550,CIÊNCIAS BIOLÓGICAS,2
101554,EDUCAÇÃO FÍSICA,592
101556,MATEMÁTICA,592
101558,SISTEMAS DE INFORMAÇÃO,592
101566,EDUCAÇÃO FÍSICA,1113
101578,ARTES VISUAIS,275
101580,EDUCAÇÃO FÍSICA,163
101582,EDUCAÇÃO FÍSICA,163
101584,EDUCAÇÃO FÍSICA,163
101586,EDUCAÇÃO FÍSICA,163
101594,EDUCAÇÃO FÍSICA,163
101598,EDUCAÇÃO FÍSICA,163
101600,EDUCAÇÃO FÍSICA,163
101602,EDUCAÇÃO FÍSICA,163
101604,MECATRÔNICA INDUSTRIAL,4021
101606,LETRAS - PORTUGUÊS E ESPANHOL,4
101608,ADMINISTRAÇÃO,4
101610,CIÊNCIAS AGRÁRIAS E DO AMBIENTE,4
101612,ANTROPOLOGIA,4
101614,PEDAGOGIA,4
101618,CIÊNCIAS - BIOLOGIA E QUÍMICA,4
101620,AGRONOMIA,4
101622,ENGENHARIA AMBIENTAL,4
101624,ADMINISTRAÇÃO,4566
101626,LETRAS - ESPANHOL,1082
101628,GEOGRAFIA,1126
101630,ARQUITETURA E URBANISMO,466
101632,EDUCAÇÃO FÍSICA,163
101637,CIÊNCIAS - BIOLOGIA E QUÍMICA,4
101639,PEDAGOGIA,4
101641,LETRAS - PORTUGUÊS E INGLÊS,4
101643,CIÊNCIAS - MATEMÁTICA E FÍSICA,4
101645,NUTRIÇÃO,4
101647,BIOTECNOLOGIA,4
101649,EDUCAÇÃO FÍSICA,163
101651,FISIOTERAPIA,4
101653,ENFERMAGEM,4
101655,CIÊNCIAS - MATEMÁTICA E FÍSICA,4
101657,EDUCAÇÃO FÍSICA,163
101659,CIÊNCIAS - BIOLOGIA E QUÍMICA,4
101662,PEDAGOGIA,1126
101666,EDUCAÇÃO FÍSICA,3
101671,EDUCAÇÃO FÍSICA,163
101673,EDUCAÇÃO FÍSICA,163
101698,SERVIÇO SOCIAL,1542
101700,SISTEMAS DE INFORMAÇÃO,1542
101704,SERVIÇO SOCIAL,1542
101706,ENGENHARIA CIVIL,15450
101710,CIÊNCIA DA COMPUTAÇÃO,15450
101712,CIÊNCIA DA COMPUTAÇÃO,1126
101715,PEDAGOGIA,1042
101717,COMÉRCIO EXTERIOR,1042
101728,CIÊNCIAS BIOLÓGICAS,2428
101742,GESTÃO DE RECURSOS HUMANOS,1542
101747,PEDAGOGIA,1898
101749,ODONTOLOGIA,1767
101751,PEDAGOGIA,1126
101753,PEDAGOGIA,1126
101757,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,4732
101760,GESTÃO COMERCIAL,4732
101762,PEDAGOGIA,1126
