"CO_CURSO","NO_CURSO","FK_CO_IES"
101766,PEDAGOGIA,1126
101770,TEOLOGIA,1472
101772,SOCIOLOGIA,1472
101774,FILOSOFIA,1472
101780,MARKETING,2123
101796,DESIGN GRÁFICO,4162
101798,SEGURANÇA DA INFORMAÇÃO,4162
101800,QUÍMICA,587
101804,BIOMEDICINA,316
101806,BIOMEDICINA,316
101808,GESTÃO COMERCIAL,1612
101810,GESTÃO DE RECURSOS HUMANOS,1564
101818,GESTÃO DE RECURSOS HUMANOS,2794
101820,ODONTOLOGIA,352
101822,RADIOLOGIA,2076
101828,ENGENHARIA DE PRODUÇÃO,221
101830,SISTEMA DE INFORMAÇÃO,587
101832,ENGENHARIA DE PESCA,587
101834,CIÊNCIAS BIOLÓGICAS,587
101836,CIÊNCIAS ECONÔMICAS,587
101840,NUTRIÇÃO,1053
101842,FISIOTERAPIA,1053
101844,FÍSICA,584
101856,GEOGRAFIA,1810
101858,FÍSICA,3161
101868,ADMINISTRAÇÃO,14242
101870,GESTÃO DE RECURSOS HUMANOS,14242
101881,LETRAS - PORTUGUÊS E INGLÊS,1156
101889,DESIGN,2896
101892,QUÍMICA,634
101894,PEDAGOGIA,581
101900,PSICOLOGIA,4530
101902,PEDAGOGIA,1822
101909,DESIGN,1561
101920,ZOOTECNIA,584
101922,ENFERMAGEM,4566
101924,SERVIÇO SOCIAL,4566
101927,PUBLICIDADE E PROPAGANDA,4566
101930,DIREITO,3930
101932,ARQUITETURA E URBANISMO,577
101936,ADMINISTRAÇÃO,577
101938,ENFERMAGEM,577
101940,EDUCAÇÃO FÍSICA,577
101942,CIÊNCIA DA COMPUTAÇÃO,577
101947,ENGENHARIA MECÂNICA,588
101949,ENFERMAGEM,452
101951,ENGENHARIA ELÉTRICA,588
101978,ADMINISTRAÇÃO,15357
101984,CIÊNCIA DA COMPUTAÇÃO,1027
101986,PEDAGOGIA,1027
101990,EDUCAÇÃO FÍSICA,14162
101992,ENFERMAGEM,14162
101996,QUÍMICA,3161
102006,DIREITO,3921
102012,PEDAGOGIA,482
102017,ENGENHARIA DE ALIMENTOS,794
102019,ENGENHARIA AMBIENTAL,794
102021,ESTÉTICA E COSMETOLOGIA,794
102027,COMUNICAÇÃO SOCIAL - CINEMA E MÍDIAS DIGITAIS,1060
102029,PEDAGOGIA,1632
102032,PSICOLOGIA,2915
102034,PSICOLOGIA,1058
102038,QUÍMICA,584
102040,ZOOTECNIA,588
102049,CIÊNCIAS CONTÁBEIS,4443
102051,ADMINISTRAÇÃO,4443
102056,DIREITO,2147
102062,REDES DE COMPUTADORES,4566
102066,GESTÃO FINANCEIRA,4566
102075,EDUCAÇÃO FÍSICA,423
102077,EDUCAÇÃO FÍSICA,423
102082,FÍSICA,584
102084,ADMINISTRAÇÃO,584
102086,CIÊNCIAS BIOLÓGICAS,584
102090,QUÍMICA,584
102092,HISTÓRIA,584
102094,DIREITO,1151
102100,MECATRÔNICA INDUSTRIAL,242
102103,GESTÃO DA QUALIDADE,3333
102107,GESTÃO FINANCEIRA,918
102111,DESIGN DE INTERIORES,1060
102113,DESIGN DE MODA,1060
102126,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,296
102128,LOGÍSTICA,1502
102132,COMÉRCIO EXTERIOR,3603
102140,GESTÃO DE RECURSOS HUMANOS,3603
102142,MARKETING,3603
102146,MEDICINA VETERINÁRIA,577
102148,AGRONOMIA,577
102150,FÍSICA,577
102152,MATEMÁTICA,577
102154,ENGENHARIA DE PESCA,577
102156,QUÍMICA,577
102158,SERVIÇO SOCIAL,577
102160,ZOOTECNIA,577
102162,PSICOLOGIA,577
102164,TURISMO,577
102166,CIÊNCIAS BIOLÓGICAS,577
102169,COMUNICAÇÃO SOCIAL - JORNALISMO,165
102170,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,165
102173,PSICOLOGIA,316
102174,ENGENHARIA ELÉTRICA,316
102176,PEDAGOGIA,316
102178,GASTRONOMIA,481
102182,RADIOLOGIA,481
102186,CIÊNCIA DA COMPUTAÇÃO,481
102192,ENGENHARIA MECÂNICA,481
102194,EDUCAÇÃO FÍSICA,481
102198,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,316
102200,BANCO DE DADOS,316
102202,GESTÃO COMERCIAL,316
102204,GESTÃO FINANCEIRA,316
102206,MECATRÔNICA INDUSTRIAL,316
102208,RADIOLOGIA,316
102210,REDES DE COMPUTADORES,316
102212,SECRETARIADO,316
102215,SEGURANÇA DA INFORMAÇÃO,316
102217,SISTEMAS PARA INTERNET,316
102235,ADMINISTRAÇÃO,724
102238,ENFERMAGEM,14161
102242,PEDAGOGIA,14161
102254,REDES DE COMPUTADORES,1660
102264,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,5670
102266,PROCESSOS GERENCIAIS,32
102270,ADMINISTRAÇÃO,14161
102276,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,14161
102280,PEDAGOGIA,1472
102284,GESTÃO DA PRODUÇÃO INDUSTRIAL,1502
102296,SERVIÇO SOCIAL,571
102298,GESTÃO E EMPREENDEDORISMO,571
102300,SISTEMAS BIOMÉDICOS,32
102302,RADIOLOGIA,32
102304,EDUCAÇÃO FÍSICA,634
102306,EDUCAÇÃO FÍSICA,634
102308,FILOSOFIA,634
102312,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,32
102318,GESTÃO DE RECURSOS HUMANOS,135
102320,LOGÍSTICA,135
102322,TEOLOGIA,135
102327,SERVIÇO SOCIAL,1292
102375,ENFERMAGEM,163
102389,RECURSOS HUMANOS ESTRATÉGICOS,848
102391,MARKETING ESTRATÉGICO,848
102400,CIÊNCIAS BIOLÓGICAS,163
102403,ENFERMAGEM,163
102406,ENGENHARIA CIVIL,163
102408,ENGENHARIA DE PETRÓLEO,163
102410,ENGENHARIA DE PRODUÇÃO,163
102418,ENGENHARIA ELÉTRICA,163
102423,GESTÃO DA PRODUÇÃO INDUSTRIAL,3163
102430,MATEMÁTICA,3163
102451,ENGENHARIA DE PETRÓLEO,514
102454,ENGENHARIA DE PRODUÇÃO,514
102482,RECURSOS HUMANOS ESTRATÉGICOS,847
102483,GESTÃO HOSPITALAR,847
102494,SANEAMENTO AMBIENTAL,1808
102499,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1808
102505,RECURSOS HUMANOS ESTRATÉGICOS,763
102508,GESTÃO EMPRESARIAL,763
102530,PSICOLOGIA,5
102532,PEDAGOGIA,426
102550,EDUCAÇÃO FÍSICA,30
102554,ENGENHARIA ELÉTRICA,163
102556,FISIOTERAPIA,163
102558,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,3279
102560,ENGENHARIA DE PRODUÇÃO,227
102564,FISIOTERAPIA,5
102566,BIOMEDICINA,5
102569,CIÊNCIAS BIOLÓGICAS,163
102570,CIÊNCIAS BIOLÓGICAS,163
102574,EDUCAÇÃO FÍSICA,1113
102576,MATEMÁTICA,5
102580,NUTRIÇÃO,5
102582,ENFERMAGEM,3756
102584,ADMINISTRAÇÃO,14101
102586,DIREITO,279
102588,MATEMÁTICA,5
102590,SISTEMAS DE INFORMAÇÃO,5
102595,PEDAGOGIA,349
102600,ENGENHARIA DE PRODUÇÃO,793
102605,JORNALISMO,793
102606,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,793
102607,ENGENHARIA DE PRODUÇÃO,793
102609,CIÊNCIAS CONTÁBEIS,793
102613,PEDAGOGIA,793
102619,ODONTOLOGIA,1189
102626,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,3162
102632,SERVIÇO SOCIAL,451
102634,ENGENHARIA CIVIL,451
102638,AGRONEGÓCIO,2794
102642,EDUCAÇÃO FÍSICA,451
102663,ENGENHARIA DA COMPUTAÇÃO,588
102665,EDUCAÇÃO FÍSICA,588
102667,DESIGN,588
102672,PEDAGOGIA,3933
102675,MEDICINA VETERINÁRIA,5
102679,CIÊNCIAS CONTÁBEIS,761
102684,GASTRONOMIA,823
102686,SERVIÇO SOCIAL,823
102693,GESTÃO FINANCEIRA,641
102700,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,521
102702,ARTES VISUAIS,830
102706,GESTÃO DA QUALIDADE,521
102708,ADMINISTRAÇÃO,577
102710,PROCESSOS GERENCIAIS,521
102723,REDES DE COMPUTADORES,521
102728,HISTÓRIA,21
102730,PROCESSOS GERENCIAIS,167
102734,MARKETING,521
102743,TEATRO,163
102745,PEDAGOGIA,1060
102754,EDUCAÇÃO FÍSICA,1869
102756,ENGENHARIA DE PRODUÇÃO,1869
102762,GASTRONOMIA,295
102766,ADMINISTRAÇÃO,437
102770,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,437
102772,ESTÉTICA E COSMÉTICA,437
102804,NEGÓCIOS INTERNACIONAIS,266
102806,GESTÃO COMERCIAL,437
102808,MARKETING,344
102814,DESIGN DE MODA,437
102820,EDUCAÇÃO FÍSICA,730
102822,ESTÉTICA E COSMÉTICA,437
102825,MARKETING,163
102828,PEDAGOGIA,466
102832,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,437
102834,EDUCAÇÃO FÍSICA,23
102845,LETRAS - LÍNGUA PORTUGUESA,466
102852,CIÊNCIAS ECONÔMICAS,546
102859,GASTRONOMIA,14
102861,GESTÃO FINANCEIRA,14
102863,DESIGN DE MODA,437
102867,GESTÃO CULTURAL,14
102869,PEDAGOGIA,417
102875,COMÉRCIO EXTERIOR,546
102878,MARKETING,546
102883,JOGOS DIGITAIS,546
102885,PROCESSOS GERENCIAIS,437
102889,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,437
102894,ENGENHARIA CIVIL,163
102896,ESTÉTICA E COSMÉTICA,1196
102906,GESTÃO DE RECURSOS HUMANOS,521
102908,LOGÍSTICA,1836
102912,GESTÃO DE RECURSOS HUMANOS,521
102914,GESTÃO DE RECURSOS HUMANOS,1836
102919,MARKETING,1836
102930,PEDAGOGIA,20
102931,CIÊNCIAS CONTÁBEIS,466
102935,DESIGN,17
102944,MATEMÁTICA,17
102946,LETRAS - PORTUGUÊS E ESPANHOL,20
102955,COMÉRCIO EXTERIOR E NEGÓCIOS INTERNACIONAIS,244
102968,RADIOLOGIA,3933
102970,GASTRONOMIA,3933
102987,HISTÓRIA,163
102989,ADMINISTRAÇÃO,163
102991,CIÊNCIAS CONTÁBEIS,163
102993,ENGENHARIA DE PETRÓLEO,163
102995,ENFERMAGEM,140
103002,LOGÍSTICA,163
103006,CUSTOS E CONTABILIDADE GERENCIAL,13
103009,GESTÃO DE MICRO E PEQUENAS EMPRESAS,13
103014,CIÊNCIAS CONTÁBEIS,17
103016,ADMINISTRAÇÃO,17
103018,PEDAGOGIA,17
103020,FÍSICA,17
103022,GEOGRAFIA,17
103027,QUÍMICA,17
103029,CIÊNCIAS BIOLÓGICAS,17
103033,ADMINISTRAÇÃO,1972
103037,LETRAS - PORTUGUÊS E INGLÊS,3375
103038,PEDAGOGIA,437
103046,PEDAGOGIA,437
103062,SISTEMAS DE INFORMAÇÃO,40
103066,FORMAÇÃO INTERCULTURAL PARA EDUCADORES INDÍGE,575
103079,EDUCAÇÃO DO CAMPO,575
103084,CIÊNCIAS AGRÍCOLAS,587
103101,DIREITO,338
103112,PEDAGOGIA,376
103114,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,376
103116,ENGENHARIA MECÂNICA,376
103118,GESTÃO DE RECURSOS HUMANOS,376
103122,LOGÍSTICA,376
103128,MARKETING,376
103132,SERVIÇO SOCIAL,376
103160,RADIOLOGIA,163
103178,FARMÁCIA,4163
103180,EDUCAÇÃO FÍSICA,4163
103186,DESIGN DE MODA,18
103194,PETRÓLEO E GÁS,163
103196,RADIOLOGIA,163
103199,GESTÃO DE SEGURANÇA PRIVADA,163
103203,SEGURANÇA NO TRABALHO,163
103209,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,163
103212,GESTÃO EMPRESARIAL,605
103222,ENGENHARIA DE PETRÓLEO,15
103226,ENGENHARIA DE COMPUTAÇÃO,15
103228,SISTEMAS DE INFORMAÇÃO,15
103238,PEDAGOGIA,3367
103252,ADMINISTRAÇÃO,1574
103257,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,316
103259,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,316
103261,BANCO DE DADOS,316
103265,NUTRIÇÃO,176
103270,MUSEOLOGIA,634
103272,ADMINISTRAÇÃO,1822
103276,PROCESSOS QUÍMICOS,1812
103278,ALIMENTOS,1812
103280,RADIOLOGIA,316
103282,REDES DE COMPUTADORES,316
103284,REDES DE COMPUTADORES,316
103286,SEGURANÇA DA INFORMAÇÃO,316
103288,SEGURANÇA DA INFORMAÇÃO,316
103290,SISTEMAS PARA INTERNET,316
103292,SISTEMAS PARA INTERNET,316
103301,AGRONOMIA,548
103303,CIÊNCIAS BIOLÓGICAS,548
103305,ZOOTECNIA,548
103307,COMUNICAÇÃO SOCIAL,548
103309,ENFERMAGEM,548
103311,ENGENHARIA DE ALIMENTOS,548
103316,LETRAS,9
103320,CIÊNCIAS CONTÁBEIS,1660
103324,ADMINISTRAÇÃO,1846
103332,PROCESSOS GERENCIAIS,417
103334,GESTÃO DE RECURSOS HUMANOS,417
103336,GESTÃO FINANCEIRA,417
103338,PEDAGOGIA,417
103340,CIÊNCIAS SOCIAIS,417
103344,LETRAS - PORTUGUÊS E INGLÊS,417
103346,EDUCAÇÃO FÍSICA,582
103348,ADMINISTRAÇÃO,2935
103349,QUÍMICA,582
103352,CIÊNCIAS BIOLÓGICAS,5242
103356,LETRAS - PORTUGUÊS E FRANCÊS,5242
103358,LÍNGUA E LITERATURAS DA LÍNGUA INGLESA,5242
103363,LÍNGUA PORTUGUESA E RESPECTIVAS LITERATURAS,5242
103365,GESTÃO AMBIENTAL,1082
103367,LETRAS - ESTUDOS LITERÁRIOS,9
103368,CONSTRUÇÃO DE EDIFÍCIOS,1082
103370,CIÊNCIAS BIOLÓGICAS,5242
103372,GEOGRAFIA,5242
103376,AGRONOMIA,582
103377,HISTÓRIA,5242
103380,LETRAS - PORTUGUÊS,9
103381,MATEMÁTICA,5242
103385,QUÍMICA,5242
103388,ENGENHARIA FLORESTAL,582
103393,LETRAS - INGLÊS,9
103397,LETRAS - ESPANHOL,9
103398,JORNALISMO,582
103404,ZOOTECNIA,582
103406,ENFERMAGEM,582
103408,ADMINISTRAÇÃO,582
103410,ADMINISTRAÇÃO,582
103414,QUÍMICA,568
103416,PROCESSOS GERENCIAIS,176
103418,LOGÍSTICA,176
103420,GESTÃO DE RECURSOS HUMANOS,176
103422,ADMINISTRAÇÃO,1313
103428,CIÊNCIAS CONTÁBEIS,3319
103430,ENGENHARIA ELÉTRICA,1578
103433,SISTEMAS PARA INTERNET,1578
103437,JORNALISMO,5322
103438,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,5322
103439,SERVIÇO SOCIAL,5322
103441,CIÊNCIA DA COMPUTAÇÃO,5322
103445,ENGENHARIA CIVIL,5322
103447,ENGENHARIA ELÉTRICA,5322
103449,AGRONOMIA,5322
103451,CIÊNCIAS BIOLÓGICAS,5322
103453,ENGENHARIA FLORESTAL,5322
103455,GESTÃO AMBIENTAL,5322
103457,ENFERMAGEM,5322
103459,FARMÁCIA,5322
103461,FISIOTERAPIA,5322
103468,GESTÃO DE RECURSOS HUMANOS,5217
103477,CIÊNCIAS BIOLÓGICAS,568
103481,ENGENHARIA ELÉTRICA,1166
103486,TELEMÁTICA,1166
103494,PEDAGOGIA,409
103496,FISIOTERAPIA,409
103498,ENFERMAGEM,409
103504,ENFERMAGEM,4198
103506,FARMÁCIA,4198
103508,FISIOTERAPIA,4198
103510,NUTRIÇÃO,4198
103512,ODONTOLOGIA,4198
103516,ENGENHARIA DE PRODUÇÃO,1189
103528,ADMINISTRAÇÃO,1569
103532,ADMINISTRAÇÃO,3840
103546,EDUCAÇÃO FÍSICA,2616
103549,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,448
103554,DESIGN DE MODA,448
103566,GESTÃO DE RECURSOS HUMANOS,605
103569,EDUCAÇÃO FÍSICA,605
103572,MATEMÁTICA,1126
103574,GEOFISICA,5322
103576,ENGENHARIA DE ALIMENTOS,5322
103592,ZOOTECNIA,3189
103594,AGRONEGÓCIO,967
103596,MEDICINA,6
103598,ADMINISTRAÇÃO,1758
103600,LETRAS - PORTUGUÊS E INGLÊS,1036
103614,CIÊNCIAS BIOLÓGICAS,3974
103616,MATEMÁTICA,3974
103622,LOGÍSTICA,452
103636,COMUNICAÇÃO SOCIAL - FOTOGRAFIA,4420
103638,GESTÃO COMERCIAL,1575
103650,GASTRONOMIA,81
103654,ENGENHARIA DE PRODUÇÃO MECÂNICA,81
103656,ADMINISTRAÇÃO,81
103660,ENGENHARIA AMBIENTAL E SANITÁRIA,577
103662,ADMINISTRAÇÃO,4435
103664,ADMINISTRAÇÃO,5228
103666,PEDAGOGIA,5228
103668,DIREITO,5228
103732,ENGENHARIA AMBIENTAL,1041
103782,COMÉRCIO EXTERIOR,81
103788,GESTÃO DA PRODUÇÃO INDUSTRIAL,5668
103792,DIREITO,1504
103806,SISTEMAS DE INFORMAÇÃO,4793
103808,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,527
103810,JORNALISMO,527
103830,PSICOLOGIA,1493
103834,PEDAGOGIA,2233
103836,RELAÇÕES INTERNACIONAIS,1491
103860,ADMINISTRAÇÃO,2488
103866,PEDAGOGIA,403
103870,ADMINISTRAÇÃO,4118
103873,JORNALISMO,4118
103878,LOGÍSTICA,780
103924,PROCESSOS QUÍMICOS,3920
103932,ADMINISTRAÇÃO,1477
103950,EDUCAÇÃO FÍSICA,277
103952,ADMINISTRAÇÃO,1100
103954,MANUTENÇÃO INDUSTRIAL,2896
103956,AGRONEGÓCIO,2336
103958,GESTÃO DE RECURSOS HUMANOS,2288
103964,PRODUÇÃO MULTIMÍDIA,952
103966,DESIGN DE INTERIORES,952
103991,ENGENHARIA DE PETRÓLEO E GÁS,472
104018,HISTÓRIA,5
104021,EDUCAÇÃO NAS ORGANIZAÇÕES,449
104028,PSICOLOGIA,294
104038,GESTÃO DE RECURSOS HUMANOS,2336
104042,GESTÃO COMERCIAL,1830
104048,GESTÃO COMERCIAL,3333
104051,ENFERMAGEM,2794
104063,PSICOLOGIA,2132
104092,GESTÃO DE RECURSOS HUMANOS,918
104096,GESTÃO AMBIENTAL,2365
104114,GESTÃO DE RECURSOS HUMANOS,2581
104154,FISIOTERAPIA,449
104156,PEDAGOGIA,5
104158,EDUCAÇÃO FÍSICA,577
104162,GESTÃO COMERCIAL,1141
104164,MARKETING,1141
104166,REDES DE COMPUTADORES,1141
104168,DESIGN DE MODA,1563
104176,ADMINISTRAÇÃO,3741
104180,ENFERMAGEM,3741
104184,PEDAGOGIA,2961
104188,ENGENHARIA DE PRODUÇÃO,3758
104192,ADMINISTRAÇÃO,4700
104199,ADMINISTRAÇÃO,4915
104201,CIÊNCIAS CONTÁBEIS,4915
104202,ENGENHARIA DE ENERGIA,589
104204,ENGENHARIA MECÂNICA,589
104220,PROGRAMA ESPECIAL DE FORMAÇÃO DE DOCENTE,682
104242,PEDAGOGIA,4411
104244,ADMINISTRAÇÃO,4411
104246,CIÊNCIAS CONTÁBEIS,4411
104250,NUTRIÇÃO,4277
104252,ENFERMAGEM,4277
104254,ADMINISTRAÇÃO,4277
104259,SERVIÇO SOCIAL,1420
104262,NEGÓCIOS IMOBILIÁRIOS,4037
104264,GASTRONOMIA,4037
104266,ENGENHARIA DE PRODUÇÃO,5322
104268,ENGENHARIA QUÍMICA,5322
104270,ENGENHARIA DE COMPUTAÇÃO,5322
104272,BIOMEDICINA,4277
104274,ENGENHARIA DE ENERGIA,5322
104276,RADIOLOGIA,4277
104278,FÍSICA,5322
104280,QUÍMICA,5322
104282,MATEMÁTICA,5322
104284,LETRAS - ESPANHOL,5322
104288,LETRAS - INGLÊS,5322
104292,PEDAGOGIA,5322
104298,LETRAS - PORTUGUÊS E ESPANHOL,5322
104300,ADMINISTRAÇÃO,5322
104302,ENGENHARIA DE PRODUÇÃO,645
104306,ENFERMAGEM,4613
104308,FARMÁCIA,4613
104310,FÍSICA,4613
104312,FISIOTERAPIA,4613
104314,QUÍMICA,4613
104316,DESIGN,489
104324,COMUNICAÇÃO SOCIAL - JORNALISMO,489
104326,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,489
104328,GESTÃO DE RECURSOS HUMANOS,1045
104332,PROCESSOS GERENCIAIS,3786
104336,GESTÃO HOSPITALAR,3786
104350,HISTÓRIA,1933
104356,ZOOTECNIA,5322
104360,SISTEMAS DE INFORMAÇÃO,2135
104364,EDUCAÇÃO FÍSICA - TREINAMENTO ESPORTIVO,4
104366,EDUCAÇÃO FÍSICA - PROMOÇÃO EM SAÚDE E LAZER,4
104368,CIÊNCIAS BIOLÓGICAS,4
104370,DIREITO,1076
104382,FISIOTERAPIA,2194
104384,GEOGRAFIA,1933
104388,ARTES VISUAIS,1933
104390,DIREITO,3853
104392,DIREITO,1718
104396,DIREITO,2184
104398,CIÊNCIAS BIOLÓGICAS,702
104400,MATEMÁTICA,702
104404,DIREITO,4530
104408,GASTRONOMIA,3618
104410,TEOLOGIA,1346
104412,LOGÍSTICA,1564
104424,GESTÃO DE RECURSOS HUMANOS,3786
104430,JOGOS DIGITAIS,4173
104432,DIREITO,1440
104434,DIREITO,1573
104436,DIREITO,2771
104438,DIREITO,2288
104440,GESTÃO DA PRODUÇÃO INDUSTRIAL,1578
104442,MÚSICA COM HABILITAÇÃO EM CANTO E ARTE LÍRICA,55
104444,GESTÃO AMBIENTAL,1578
104446,DIREITO,661
104449,DIREITO,626
104452,DIREITO,1067
104462,DIREITO,1726
104475,ENGENHARIA DE COMPUTAÇÃO,707
104478,ENFERMAGEM,2147
104480,NUTRIÇÃO,2147
104482,DIREITO,1675
104484,CIÊNCIAS CONTÁBEIS,1817
104486,ENGENHARIA ELÉTRICA,1817
104490,DIREITO,2222
104492,ARTES VISUAIS,1096
104494,FISIOTERAPIA,2581
104498,SISTEMA DE INFORMAÇÃO,2961
104512,EDUCAÇÃO FÍSICA,1694
104514,EDUCAÇÃO FÍSICA,4793
104518,ENGENHARIA DE PRODUÇÃO,1777
104524,MARKETING,4632
104528,PSICOLOGIA,2773
104530,ADMINISTRAÇÃO,2961
104532,RADIOLOGIA,588
104534,ENFERMAGEM,1672
104536,FARMÁCIA,1672
104538,ODONTOLOGIA,2773
104554,CIÊNCIAS CONTÁBEIS,2796
104562,GESTÃO HOSPITALAR,4037
104572,HISTÓRIA,438
104578,LOGÍSTICA,4022
104584,FARMÁCIA,688
104590,PRODUÇÃO MULTIMÍDIA,1185
104594,AGRONEGÓCIO,4915
104598,EDUCAÇÃO FÍSICA,569
104600,ENFERMAGEM,3987
104602,REDES DE COMPUTADORES,4915
104604,NUTRIÇÃO,3987
104606,FARMÁCIA,3987
104608,AGRONEGÓCIO,2288
104612,LETRAS - ESPANHOL,569
104618,DIREITO,1291
104620,MARKETING,2240
104622,DIREITO,2402
104626,MARKETING,4915
104628,DIREITO,2350
104632,DESIGN DE MODA,1509
104634,EDUCAÇÃO FÍSICA,2197
104636,FÍSICA,15059
104640,CIÊNCIAS BIOLÓGICAS,569
104648,ENFERMAGEM,3252
104682,DIREITO,3864
104684,DIREITO,3815
104686,LICENCIATURA INTERCULTURAL INDÍGENA,830
104696,PEDAGOGIA,3339
104710,DIREITO,1351
104721,LETRAS - PORTUGUÊS E ESPANHOL,1749
104722,ENFERMAGEM,1350
104726,PEDAGOGIA,5
104728,DIREITO,3230
104731,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1777
104746,BIOMEDICINA,712
104768,ADMINISTRAÇÃO,649
104774,TURISMO,3777
104784,MODA,4000
104786,ADMINISTRAÇÃO,4000
104788,ADMINISTRAÇÃO,3777
104790,CIÊNCIAS CONTÁBEIS,3777
104792,COMUNICAÇÃO SOCIAL,3777
104794,DIREITO,3617
104802,CIÊNCIAS BIOLÓGICAS,1036
104808,ENFERMAGEM,568
104810,CIÊNCIAS BIOLÓGICAS,5242
104812,QUÍMICA,5242
104814,MATEMÁTICA,5242
104818,ADMINISTRAÇÃO,396
104820,PRODUÇÃO DE VESTUÁRIO,1526
104834,ADMINISTRAÇÃO,4656
104836,CIÊNCIA DA COMPUTAÇÃO,4656
104838,ENFERMAGEM,4656
104840,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,4656
104842,ENGENHARIA DE PRODUÇÃO,4656
104844,ENGENHARIA DE PRODUÇÃO,4655
104846,FISIOTERAPIA,4655
104848,ADMINISTRAÇÃO,4655
104851,FISIOTERAPIA,4656
104853,CIÊNCIA DA COMPUTAÇÃO,4655
104856,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,4655
104858,CIÊNCIAS CONTÁBEIS,385
104866,PROCESSOS AMBIENTAIS,1286
104868,SISTEMAS DE INFORMAÇÃO,385
104874,GESTÃO DE RECURSOS HUMANOS,2917
104884,GESTÃO HOSPITALAR,2917
104886,GESTÃO HOSPITALAR,1996
104890,CIÊNCIAS FUNDAMENTAIS PARA A SAÚDE,55
104898,PEDAGOGIA,1862
104904,PEDAGOGIA,1884
104908,DIREITO,4826
104910,DIREITO,2886
104912,PEDAGOGIA,793
104920,ENGENHARIA DE PRODUÇÃO,793
104922,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,793
104936,ADMINISTRAÇÃO,793
104942,ENGENHARIA ELÉTRICA,793
104944,ENGENHARIA ELÉTRICA,793
104974,GESTÃO DE RECURSOS HUMANOS,793
104980,LOGÍSTICA,793
105018,DESIGN GRÁFICO,793
105052,LETRAS - PORTUGUÊS,568
105060,PEDAGOGIA,1452
105068,EDUCAÇÃO FÍSICA,19512
105074,ENGENHARIA DA COMPUTAÇÃO,568
105076,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1153
105078,RELAÇÕES INTERNACIONAIS,1153
105084,GEOGRAFIA,1036
105100,PROCESSOS GERENCIAIS,1153
105108,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,402
105112,AUTOMAÇÃO INDUSTRIAL,1490
105116,BIOENERGIA,1433
105124,PRODUÇÃO SUCROALCOOLEIRA,1036
105126,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1036
105150,CIÊNCIAS CONTÁBEIS,671
105158,EDUCAÇÃO FÍSICA,316
105172,FISIOTERAPIA,3987
105174,EDUCAÇÃO FÍSICA,3987
105176,CIÊNCIAS BIOLÓGICAS,3987
105178,EDUCAÇÃO FÍSICA,2579
105189,CIÊNCIAS,568
105191,LETRAS,568
105192,DIREITO,3881
105194,CIÊNCIAS BIOLÓGICAS,271
105198,ADMINISTRAÇÃO,1860
105246,GESTÃO COMERCIAL,87
105257,CIÊNCIAS BIOLÓGICAS,3336
105259,GESTÃO DE RECURSOS HUMANOS,1558
105272,TURISMO,1036
105274,ADMINISTRAÇÃO,1036
105276,PSICOLOGIA,79
105278,PEDAGOGIA,2133
105281,GESTÃO COMERCIAL,3371
105284,AGRONEGÓCIO,3371
105286,REDES DE COMPUTADORES,3985
105288,ENGENHARIA MECÂNICA,457
105294,PROCESSOS GERENCIAIS,457
105297,GESTÃO FINANCEIRA,457
105299,LOGÍSTICA,457
105302,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,457
105304,GESTÃO DE RECURSOS HUMANOS,457
105308,PEDAGOGIA,1868
105310,BIOMEDICINA,3610
105312,ENFERMAGEM,3610
105314,REDES DE COMPUTADORES,159
105318,GESTÃO DE RECURSOS HUMANOS,2149
105322,GESTÃO DE RECURSOS HUMANOS,2240
